// J23 1304

'cause [ˈkɔːz]
affiliable [ə'filiəb°l]
affiliate [ə'filieit]
affiliation [ə.fili'eiʃ°n]
affinage [ə'finiʤ]
affinal [ə'fainəl]
affinitive [ə'finitiv]
affinity [ə'finəti]
affirm [ə'fз:m]
affirmance [ə'fз:məns]
affirmant [ə'fз:mənt]
affirmation [.æfə'meiʃ°n]
affirmative [ə'fз:mətiv]
affirmatory [ə'fз:mətəri]
affix ['æfiks]
affixation [.æfik'seiʃ°n]
afflation [ə'fleiʃ°n]
afflatus [ə'fleitəs]
afflict [ə'flikt]
affliction [ə'flikʃ°n]
afflictive [ə'fliktiv]
affluence ['æflʋəns]
affluent ['æflu:ənt]
afflux ['æflʌks]
affluxion [ə'flʌkʃən]
afford [ə'fɔ:d]
affordable [ə'fɔ:dəb°l]
afforest [æ'fɒrist]
afforestation [æ.fɒris'teiʃ°n]
affranchise [ə'frænʧaiz]
affranchisement [ə'frænʧizmənt]
affray [ə'frei]
affreighter [ə'freitə]
affront [ə'frʌnt]
affronter [ə'frʌntə]
affusion [ə'fju:ʒ°n]
Afghan ['æfgæn]
aficionado [ə.fiʃiə'nə:dəʋ]
afield [ə'fi:ld]
afire [ə'faiə]
aflame [ə'fleim]
afloat [ə'fləʋt]
aflower [ə'flaʋə]
aflutter [ə'flʌtə]
afoam [ə'fəʋm]
afoot [ə'fʋt]
afore [ə'fɔ:]
aforehand [ə'fɔ:hænd]
aforesaid [ə'fɔ:sed]
aforethought [ə'fɔ:θɔ:t]
aforetime [ə'fɔ:taim]
afoul [ə'faʋl]
afraid [ə'freid]
Aframerican [.æfrə'merikən]
afreet ['æfri:t]
afresh [ə'freʃ]
African ['æfrikən]
africanist ['æfrikənist]
africanization [.æfrikənai'zeiʃ°n]
Afrikaans [.æfri'kə:ns]
Afrikander [.æfri'kændə]
Afrikaner [.æfri'ka:nə]
afrit [ə'frit]
afroism ['æfrəʋiz°m]
aft [a:ft]
after ['a:ftə]
after-effects ['a:ftə.rifekʧ]
after-game ['a:ftəgeim]
after-grass ['a:ftəgra:s]
afterbody ['a:ftə.bɒdi]
afterbrain ['a:ftəbrein]
afterburner ['a:ftə.bз:nə]
afterdamp ['a:ftədæmp]
afterdinner ['a:ftə.dinə]
aftergrowth ['a:ftəgrəʋθ]
afterheat ['a:ftəhi:t]
afterlife ['a:ftə.laif]
afterlight ['a:ftə.lait]
aftermost ['a:ftəməʋst]
afternoon ['a:ftə'nu:n]
afterpart ['a:ftəpa:t]
afterpayment ['a:ftə.peimənt]
afters ['a:ftə(r)z]
aftersales ['a:ftəseilz]
aftersensation ['a:ftəsen.seiʃ°n]
aftershave ['a:ftəʃeiv]
aftershock ['a:ftəʃɒk]
aftersound ['a:ftəsaʋnd]
afterstrain ['a:ftəstrein]
afterswarm ['ə:ftəswɔ:m]
aftertaste ['a:ftəteist]
afterthought ['a:ftə.θɔ:t]
afterwards ['a:ftəwəʤ]
afterword ['a:ftəwз:d]
afterwork ['a:ftəwз:k]
afterworld ['a:ftəwз:ld]
afteryears ['a:ftəjiəz]
again [ə'gen]
against [ə'genst]
agamic [ə'gæmik]
agamogenesis [.ægəmə'ʤenəsis]
agamogenetic [.ægəməʤə'netik]
agamy ['ægəmi]
agapanthus [.ægə'pænθəs]
agape [ə'geip]
agaphite ['ægəfait]
agar ['eiga:]
agaric ['ægərik]
agate ['ægət]
agateware ['ægətweə]
agathodemon [ə.gæθəʋ'di:mən]
agave [ə'geivi]
agaze [ə'geiz]
age [eiʤ]
aged [eiʤd]
ageism ['eiʤiz°m]
ageless ['eiʤləs]
agency ['eiʤ°nsi]
agenda [ə'ʤendə]
agenesia [.eiʤə'ni:ziə]
agent ['eiʤ°nt]
agentry ['eiʤəntri]
agentship ['eiʤənʧip]
ageusia [ə'gu:siə]
agglomerate [ə'glɒmərəit]
agglomeration [ə.glɒmə'reiʃ°n]
agglomerative [ə'glɒmərətiv]
agglutinant [ə'glu:tinənt]
agglutinate [ə'glu:tineit]
agglutination [ə.glu:ti'neiʃ°n]
agglutinative [ə'glu:tinətiv]
agglutinin [ə'glu:tinin]
aggrandize [ə'grændaiz]
aggrandizement [ə'grændizmənt]
aggravate ['ægrə.veit]
aggravating ['ægrə.veitiŋ]
aggravation [.ægrə'veiʃ°n]
aggravator ['ægrəveitə]
aggregate ['ægri.gəit]
aggregation [.ægri'geiʃ°n]
aggregative ['ægrigeitiv]
aggression [ə'greʃən]
aggressive [ə'gresiv]
aggressiveness [ə'gresivnəs]
aggressivity [.ægrə'siviti]
aggressor [ə'gresə]
aggrieve [ə'gri:v]
aggro ['ægrəʋ]
aghast [ə'ga:st]
agile ['æʤail]
agility [ə'ʤiləti]
agio ['æʤiəʋ]
agiotage ['æʤətiʤ]
agitable ['æʤitəb°l]
agitate ['æʤi.teit]
agitated ['æʤi.teitid]
agitation [.æʤi'teiʃ°n]
agitational [.æʤi'teiʃ°nəl]
agitato [.ə:ʤi'tə:təʋ]
agitator ['æʤi.teitə]
aglare [ə'gleə]
agleam [ə'gli:m]
aglee [ə'gli:]
aglet ['æglit]
aglint [ə'glint]
aglisten [ə'glisən]
aglitter [ə'glitə]
aglossal [ei'glɒsəl]
aglow [ə'gləʋ]
aglutition [.æglʋ'tiʃ°n]
agminate ['ægminit]
agnail ['ægneil]
agnate ['ægneit]
agnation [æg'neiʃ°n]
agnomen [æg'nəʋmen]
agnominal [æg'nɒminəl]
agnomination [æg'nɒmineiʃ°n]
agnostic [æg'nɒstik]
agnosticism [æg'nɒstisiz°m]
ago [ə'gəʋ]
agog [ə'gɒg]
agon [æ'gəʋn]
agonal ['ægənəl]
agonic [ə'gɒnik]
agonist ['ægənist]
agonistic [.ægəʋ'nistik]
agonistics [.ægə'nistiks]
agonize ['ægə.naiz]
agonizing ['ægə.naiziŋ]
agonothete [ə'gəʋnəθi:t]
agony ['ægəni]
agora [.ægə'rə:]
agoraphobe ['ægərəfəʋb]
agoraphobia [.ægərə'fəʋbiə]
agoraphobic [.ægərə'fəʋbik]
agraffe [ə'græf]
agrammatism [ə'græmətiz°m]
agraphia [ə'græfiə]
agrarian [ə'greəriən]
agrarianism [ə'greəriəniz°m]
agravic [ə'grævik]
agree [ə'gri:]
agreeability [ə.gri:ə'biləti]
agreeable [ə'gri:əb°l]
agreeably [ə'gri:əbli]
agreed [ə'gri:d]
agreement [ə'gri:mənt]
agrestal [ə'grestəl]
agrestic [ə'grestik]
agribusiness ['ægri.biznəs]
agricultural [.ægri'kʌlʧ°rəl]
agriculturalist [.ægri'kʌlʧrəlist]
agriculture ['ægri.kʌlʧə]
agriculturist [.ægri'kʌlʧərist]
agrimony ['ægriməni]
agrin [ə'grin]
agriology [.ægri'ɒləʤi]
agriproduct ['ægri.prɒdʌkt]
agrobiologic ['ægrəʋ.baiəlɒʤik]
agrobiology [.ægrəʋbai'ɒləʤi]
agrobusiness ['ægrəʋ.biznəs]
agrobusinessman ['ægrəʋ.biznəsmən]
agrochemicals [.ægrəʋ'kemik°lz]
agrochemistry ['ægrəʋ.kemistri]
agrocity ['ægrəʋ.siti]
agrocoenosis [.ægrəʋ'si:'nəʋsis]
agrologic [.ægrə'lɒʤik]
agrologist [ə'grɒləʤist]
agrology [ə'grɒləʤi]
agromania [.ægrəʋ'nieiniə]
agronome ['ægrənəʋm]
agronomic(al) [.ægrəʋ'nɒmik°l]
agronomics [.ægrəʋ'nɒmiks]
agronomist [ə'gr nəmist]
agronomy [ə'grɒnəmi]
agrophysics [.ægrəʋ'fiziks]
agrotechnician [.ægrəʋtek'niʃ°n]
agrotechnologist [.ægrəʋtek'nɒlə-ʤist]
agrotechnology [.ægrəʋtek'nɒləʤi]
agrotown ['ægrəʋtaʋn]
aground [ə'graʋnd]
ague ['eigju:]
aguish ['eigjʋiʃ]
agush [ə'gʌʃ]
ah [a:]
aha [a:'ha:]
ahead [ə'hed]
ahimsa [ə'himsə]
ahistoric [.æhis'tɒrik]
ahorse [ə'hɔ:s]
ahoy [ə'hɔi]
ahull [ə'hʌl]
ahum [ə'hʌm]
aid [eid]
aide [eid]
aide-de-camp [eid də 'ka:mp]
aide-memoire [.eidmem'wa:]
aider ['eidə]
aidless ['eidlis]
aidman ['eidmæn]
AIDS [eiʤ]
aiguille ['eigwi:l]
aiguillette [.eigwi'let]
aikido [ei'ki:dəʋ]
ail [eil]
ailing ['eiliŋ]
ailment [eilmənt]
aim [eim]
aimer ['eimə]
aimless ['eimləs]
air barrage ['eə.bæra:ʒ]
air fleet ['eə.fli:t]
air force ['eəfɔ:s]
air gap ['eəgæp]
air hole ['eəhəʋl]
air hostess ['eə .həʋstis]
air [eə]
air-balloon ['eəbə'lu:n]
air-base ['eəbeis]
air-bed ['eəbed]
air-bladder ['eə.blædə]
air-brake ['eəbreik]
air-cell ['eəsel]
air-chamber ['eə.ʧeimbə]
air-conditioning ['eə kən'diʃ°niŋ]
air-cooled ['eəku:ld]
air-cushion ['eə.kʋʃ°n]
air-defence ['eədi'fens]
air-gas ['eəgæs]
air-gauge ['eəgeiʤ]
air-gun ['eəgʌn]
air-hammer ['eə.hæmə]
air-jacket ['eə.ʤækit]
air-lock ['eəlɒk]
air-minded ['eə.maindid]
air-pocket ['eə.pɒkit]
air-powered ['eə.paʋəd]
air-proof ['eəpru:f]
air-raid ['eəreid]
air-route ['eəru:t]
air-unit ['eə.ju:nit]
airborne ['eə.bɔ:n]
airbrasive ['eəbreisiv]
airbrick ['eəbrik]
airbrush ['eəbrʌʃ]
airburst ['eəbз:st]
airbus ['eəbʌs]
aircraft ['eə.kra:ft]
aircrew ['eəkru:]
aircrewman ['eəkru:mən]
airedale ['eədeil]
airer ['eərə]
airfare ['eə.feə]
airfast ['eəfa:st]
airfield ['eə.fi:ld]
airflow ['eə.fləʋ]
airfoil ['eə.fɔil]
airframe ['eəfreim]
airfree ['eəfri:]
airfreight ['eəfreit]
airfreighter ['eə.freitə]
airglow ['eəgləʋ]
airhole ['eə.həʋl]
airhouse ['eə.haʋs]
airily ['eərili]
airiness ['eərinəs]
airing ['eəriŋ]
airjig ['eəʤig]
airlane ['ei.lein]
airless ['eəlis]
airline ['eə.lain]
airliner ['eə.lainə]
airload ['eələʋd]
airman ['eəmən]
airmanship ['eəmənʃip]
airmobile ['eəməʋbail]
airometer [eə'rɒmitə]
airpark ['eəpa:k]
airplan ['eəplæn]
airplane ['eə.plein]
airplay ['eə.plei]
airport ['eə.pɔ:t]
airpost ['eəpəʋst]
airscape ['eəskeip]
airscrew ['eəskru:]
airshaft ['eəʃə:ft]
airship ['eəʃip]
airsick ['eə.sik]
airsickness ['eə.siknis]
airsock ['eəsɒk]
airspace ['eə.speis]
airstream ['eə.stri:m]
airt [eət]
airtight ['eə.tait]
airtillery [eə'tiləri]
airtow ['eətəʋ]
airtraveller ['eə.trævələ]
airwash ['eə.wɒʃ]
airwave ['eəweiv]
airway ['eəwei]
airwoman ['eə.wʋmən]
airworthiness ['eə.wз:ðinəs]
airworthy ['eə.wз:ði]
airy ['eəri]
aisle [ail]
ait [eit]
aitch-bone ['eiʧbəʋn]
aitt [eit]
ajangle [ə'ʤæŋəl]
ajar [ə'ʤa:]
ajingle [ə'ʤiŋgəl]
ajog [ə'ʤɒg]
ajoint [ə'ʤɔint]
ajutage ['æʤʋtiʤ]
akene [ə'ki:n]
aker ['eikə]
akimbo [ə'kimbəʋ]
akin [ə'kin]
akinesia [.æki'ni:siə]
akroter [ə'krəʋtə]
aktograph ['æktəgrə:f]
akvavit ['ækvəvit]
alabaster ['æləba:stə]
alabastrine [.ælə'bæstrain]
alabastrum [.ælə'bæstrəm]
alacrity [ə'lækrəti]
alamode ['æləməʋd]
aland [ə'lænd]
alar ['eilə]
alarm [ə'la:m]
alarming [ə'la:miŋ]
alarmist [ə'la:mist]
alarum [ə'lærəm]
alary ['eiləri]
alas [ə'læs]
alaster ['æləstə]
alate ['eleit]
alation [e'leiʃən]
alb [ælb]
albanian [æl'beiniən]
albatross ['ælbə.trɒs]
albeit [ɔ:l'bi:it]
albert ['ælbət]
albescent [æl'bes°nt]
albication [.ælbi'keiʃ°n]
albiness [æl'bi:nəs]
albinism ['ælbi.niz°m]
albino [æl'bi:nəʋ]
albite ['ælbait]
albugo [æl'bju:gəʋ]
album ['ælbəm]
albumen ['ælbjʋmin]
albumin ['ælbjʋmin]
albuminoid [æl'bju:minɔid]
albuminoidal [æl'bju:minɔidəl]
alcaide [æl'kaidi]
alcazar [æl'kæzə]
alchemic(al) [æl'kemik°l]
alchemist ['ælkəmist]
alchemistic [.ælkə'mistik]
alchemy ['ælkəmi]
alcohol ['ælkə.hɒl]
alcoholic [.ælkə'hɒlik]
alcoholicity [.ælkəhɒ'lisəti]
alcoholism ['ælkəhɒ.liz°m]
alcoholization [.ælkəhɒlai'zeiʃ°n]
alcoholometer [.ælkəhɒ'lɒmitə]
alcoholometry [.ælkəhɒ'lɒmitri]
alcornoque [.ə:lkə'nəʋkə]
alcove ['ælkəʋv]
aldehyde ['ældihaid]
alder ['ɔ:ldə]
aldern ['ɔ:ldən]
ale [eil]
aleatoric [.æliə'tɒrik]
aleatory [.æli'eitəri]
aleconner ['eil.kɒnə]
alecost ['eilkɒst]
alectryomancy [ə'lektriə.mænsi]
alee [ə'li:]
alegar ['æligə]
alehouse ['eilhaʋs]
alembic [ə'lembik]
alert [ə'lз:t]
alertness [ə'lз:tnəs]
alette [ə'let]
aleuromancy [ə'ljʋərə.mænsi]
aleurometer [.æljʋ'rɒmitə]
aleuronat [ə'ljʋərənæt]
aleurone ['æljʋrəʋn]
Aleutian [ə'lju:ʃiən]
alevin ['ælivin]
alewife ['eilwaif]
Alexandrine [.ælig'zændrain]
alexandrite [.ælig'zə:ndrait]
alexine [ə'leksin]
alezan [.ə:lə'zə:n]
alfa ['ælfə]
alfalfa [æl'fælfə]
alfresco [æl'freskəʋ]
alga ['ælgə]
algaecide ['ælʤi:said]
algaeologist [.ælʤi:'ɒləʤist]
algaeology [.ælʤi:ɒləʤi]
algal ['ælgəl]
algaroba [.ælgə'rəʋbə]
algatron ['ælgətrɒn]
algebra ['ælʤibrə]
algebraic [.ælʤi'breiik]
algebraist [.ælʤi'breiist]
algedonic [.ælʤi'dɒnik]
Algerian [æl'ʤiəriən]
algesia [æl'ʤi:ziə]
algesis [æl'ʤi:sis]
algetic [æl'ʤetik]
algid ['ælʤid]
algidity [æl'ʤiditi]
algoid ['ælgɔid]
algolagnia [.ælgəʋ'lægniə]
algologist [æl'gɒləʤist]
algometer [æl'gɒmitə]
algonquian [æl'gɒŋkwiən]
algophilia [.ælgəʋ'filiə]
algophobia [.ælgəʋ'fəʋbiə]
algor ['ælgɔ:]
algorism ['ælgəriz°m]
algorithm ['ælgə.riðəm]
algorithmic [.ælgə'riðmik]
alhagi [æl'heiʤai]
alhambresque [.ælhæm'bresk]
alias ['eiliəs]
alibi ['ælibai]
alibility [.ælə'biləti]
alible ['æləb°l]
alicyclic [.æli'saiklik]
alien ['eiliən]
alienability [.eiliənə'biləti]
alienable ['eiliənəb°l]
alienage ['eiliəniʤ]
alienate ['eiliə.neit]
alienation [.eiljə'neiʃ°n]
alienator ['eiliəneitə]
alienism ['eiliəniz°m]
alienist ['eiliənist]
aliform ['eilifɔ:m]
alight [ə'lait]
align [ə'lain]
aligning [ə'lainiŋ]
alignment [ə'lainmənt]
alike [ə'laik]
aliment ['ælimənt]
alimental [.æli'ment°l]
alimentary [.æli'mentəri]
alimentation [.ælimen'teiʃ°n]
alimentative [.æli'men.tətiv]
alimony ['æliməni]
aline [ə'lain]
alineation [ə.lini'eiʃ°n]
alinement [ə'lainmənt]
aliquant ['ælikwənt]
aliquation [.æli'kweiʃ°n]
aliquot ['ælikwɒt]
alit [ə'lit]
alium ['æliəm]
alive [ə'laiv]
alizarin [ə'lizərin]
alkahest ['ælkəhest]
alkalescence [.ælkə'les°ns]
alkalescent [.ælkə'les°nt]
alkali ['ælkəlai]
alkalimeter [.ælkə'limitə]
alkaline ['ælkə.lain]
alkalinity [.ælkə'liniti]
alkalization [.ælkəlai'zeiʃ°n]
alki ['ælki]
alkoran [.ælkɒ'rə:n]
alky ['ælki]
All Fools' Day [.ɔ:l'fu:lzdei]
all right [.ɔ:l'rait]
all [ɔ:l]
all-metal [.ɔ:l'met°l]
all-out [.ɔ:l'aʋt]
all-round [.ɔ:l'raʋnd]
allay [ə'lei]
allegation [.æle'geiʃ°n]
allege [ə'leʤ]
allegiance [ə'li:ʤ°ns]
allegiancy [ə'li:ʤənsi]
allegiant [ə'li:ʤənt]
allegoric(al) [.æli'gɒrik°l]
allegorize ['æligəraiz]
allegory ['ælig°ri]
allegretto [.æli'gretəʋ]
allegro [ə'leigrəʋ]
allelomimetic [ə.li:ləmi'metik]
allelomorph [ə'li:ləmɔ:f]
alleluia [.ælə'lu:jə]
allergen ['æləʤən]
allergenic [.ælə'ʤenik]
allergic [ə'lз:ʤik]
allergologist [.ælə'gɒləʤist]
allergology [.ælə'gɒləʤi]
allergy ['æləʤi]
alleviant [ə'li:vi.ənt]
alleviate [ə'li:vi.eit]
alleviation [ə.li:vi'eiʃ°n]
alleviative [ə'li:vi.eitiv]
alleviator [ə'li:vi.eitə]
alleviatory [ə'li:viətəri]
alley ['æli]
alleyway ['æliwei]
allheal ['ɔ:lhi:l]
alliance [ə'laiəns]
allied [ə'laid]
alligator ['æligeitə]
allineation [ə.lini'eiʃ°n]
alliteral [ə'litərəl]
alliteration [ə.litə'reiʃ°n]
alliterative [ə'litə.rətiv]
allmouth ['ɔ:lmaʋθ]
allness ['ɔ:lnəs]
allocate ['ælə.keit]
allocation [.ælə'keiʃ°n]
allochromatic [.æləʋkrəʋ'mætik]
allocution [.æləʋ'kju:ʃ°n]
allopelagic [.æləpe'læʤik]
allot [ə'lɒt]
allotment [ə'lɒtmənt]
allottee [ə.lɒ'ti:]
allow [ə'laʋ]
allowable [ə'laʋəb°l]
allowance [ə'laʋəns]
allowedly [ə'laʋdli]
alloy ['ælɔi]
allseed ['ɔ:lsi:d]
allude [ə'lu:d]
allure [ə'ljʋə(r)]
allurement [ə'ljʋəmənt]
allurer [ə'ljʋərə]
alluring [ə'ljʋəriŋ]
allusion [ə'lu:ʒ°n]
alluvia [ə'lu:viə]
alluvial [ə'lu:viəl]
alluvion [ə'lu:viən]
alluvium [ə'lu:viəm]
ally ['ælai]
almanac ['ɔ:lmə.næk]
almighty [ɔ:l'maiti]
almond ['a:mənd]
almoner ['a:mənə]
almost ['ɔ:lməʋst]
alms [a:mz]
almsman ['ə:mzmən]
aloe ['æləʋ]
aloft [ə'lɒft]
alone [ə'ləʋn]
along [ə'lɒŋ]
alongshore [ə.lɒŋ'ʃɔ:]
aloof [ə'lu:f]
aloofness [ə'lu:fnəs]
alopecia [.ælə'pi:ʃə]
aloud [ə'laʋd]
alow [ə'ləʋ]
alp [ælp]
alpeen [æl'pi:n]
alpha ['ælfə]
alphabet ['ælfə.bet]
alphabetarian [.ælfəbe'teəriən]
alphabetic(al) [.ælfə'betik°l]
alphabetically [.ælfə'betikli]
alphabetization [.ælfəbetai'zeiʃ°n]
alphameric [.ælfə'merik]
alphanumeric [.ælfənjʋ'merik]
alphascope ['ælfəskəʋp]
alphenic [æl'fenik]
Alpine ['ælpain]
alpinism ['ælpi.niz°m]
Alpinist ['ælpinist]
already [ɔ:l'redi]
alright [ɔ:l'rait]
Alsatian [æl'seiʃ°n]
also ['ɔ:lsəʋ]
alt [ælt]
altar ['ɔ:ltə]
altar-cloth ['ɔ:ltəklɒθ]
altazimuth [æl'tæziməθ]
alter ['ɔ:ltə]
alterability [.ɔ:ltərə'biləti]
alterable ['ɔ:ltərəb°l]
alterant ['ɔ:ltərənt]
alteration [.ɔ:ltə'reiʃ°n]
alterative ['ɔ:ltərəitiv]
altercate ['ɔ:ltəkeit]
altercation [.ɔ:ltə'keiʃ°n]
alterity [ɔ:l'terəti]
alternant [ɔ:l'tз:nənt]
alternat [.æltз:'nə:]
alternate [ɔ:l'tз:nət]
alternating ['ɔ:ltəneitiŋ]
alternation [.ɔ:ltз:'neiʃ°n]
alternative [ɔ:l'tз:nətiv]
alternatively [ɔ:l'tз:(r)nətivli]
alternator ['ɔ:ltəneitə]
alternion [ɔ:l'tз:niɒn]
althorn ['ælthɔ:n]
although [ɔ:l'ðəʋ]
altichamber ['ælti.ʧeimbə]
altigraph ['æltigrə:f]
altiloquence [æl'tilɒkwens]
altimeter ['æltimi:tə]
altimetry [æl'timətri]
altiscope ['æltiskəʋp]
altisonant [æl'tisənənt]
altitude ['ælti.tju:d]
altitudinal [.ælti'tju:dinəl]
alto ['æltəʋ]
alto-relievo [.æltəʋri'li:vəʋ]
alto-stratus [.æltəʋ'streitəs]
altogether [.ɔ:ltə'geðə]
altricial [æl'triʃəl]
altruism ['æltrʋ.iz°m]
altruist ['æltrʋist]
altruistic [.æltrʋ'istik]
alula ['æljʋlə]
alum ['æləm]
alumina [ə'lu:minə]
aluminium [.æljʋ'miniəm]
aluminography [ə.lju:mi'nɒgrəfi]
aluminous [ə'lu:minəs]
aluminum [ə'lu:minəm]
alumna [ə'lʌmnə]
alumnae [ə'lʌmni:]
alumni [ə'lʌmnai]
alumnus [ə'lʌmnəs]
alumroot ['æləmru:t]
alunite ['æljʋnait]
alunogen [ə'lju:nəʤin]
alure ['æljʋe]
alveary ['ælviəri]
alveolar [.ælvi'əʋlə(r)]
alveolate ['ælviəʋleit]
alveole ['ælviəʋl]
always ['ɔ:lweiz]
alyssum ['ælisəm]
am [əm]
amadeus [.æmə'di:əs]
amalgam [ə'mælgəm]
amalgamate [ə'mælgə.meit]
amalgamated [ə'mælgəmeitid]
amalgamation [ə.mælgə'meiʃ°n]
amalgamative [ə'mælgə.meitiv]
amalgamator [ə'mælgəmeitə]
amandin [ə'mændin]
amanita [.æmə'naitə]
amant [ə'mɒnt]
amante [ə'mɒnt]
amaranth ['æmərænθ]
amaranthine [.æmə'rænθain]
amass [ə'mæs]
amassment [ə'mæsmənt]
amateur ['æmətə(r)]
amateurish ['æmətəriʃ]
amateurism ['æməʧəriz°m]
amative ['æmətiv]
amatol ['æmətɒl]
amatorial [.æniə'tɔ:riəl]
amatory ['æmətəri]
amaze [ə'meiz]
amazement [ə'meizmənt]
amazing [ə'meiziŋ]
Amazon ['æməzɒn]
Amazonian [.æmə'zəʋniən]
amazonite ['æməzənait]
ambages [æm'beiʤi:z]
ambassador [æm'bæsədə]
ambassadorial [æm.bæsə'dɔ:riəl]
ambassadorship [æm'bæsədɔ:ʃip]
ambassadress [æm'bæsədrəs]
amber ['æmbə]
ambergris ['æmbəgri:s]
amberoid ['æmbərɔid]
ambiance ['æmbiəns]
ambidexter [.æmbi'dekstə]
ambidexterity [.æmbideks'terəti]
ambidextral [.æmbi'dekstrəl]
ambience ['æmbiəns]
ambient ['æmbiənt]
ambiguity [.æmbi'gju:iti]
ambiguous [æm'bigjʋəs]
ambiguousness [æm'bigjʋəsnəs]
ambilateral [.æmbi'lætərəl]
ambit ['æmbit]
ambition [æm'biʃ°n]
ambitionist [æm'biʃənist]
ambitious [æm'biʃəs]
ambitus ['æmbitəs]
ambivalencе [æm'bivələns]
ambivalent [æm'bivələnt]
ambivert ['æmbivз:t]
amble [æmb°l]
ambler ['æmblə]
amblosis [æm'bləʋsis]
amblyopia [.æmbli'əʋpiə]
ambroid ['æmbrɔid]
ambrosia [æm'brəʋziə]
ambrosial [æm'brəʋziəl]
ambry ['æmbri]
ambulance ['æmbjʋləns]
ambulanceman ['æmbjʋlənsmən]
ambulant ['æmbjʋlənt]
ambulator ['æmbjʋleitə]
ambulatory [.æmbjʋ'leitəri]
ambuscade [.æmbə'skeid]
ambuscader [.æmbʋs'keidə]
ambush ['æmbʋʃ]
ameba [ə'mi:bə]
amebic [ə'mi:bik]
ameer [ə'mi:ə]
ameerate ['æmirət]
ameliorable [ə'mi:liərəb°l]
ameliorant [ə'mi:liərənt]
ameliorate [ə'mi:ljəreit]
amelioration [ə.mi:ljə'reiʃ°n]
ameliorative [ə'mi:liəreitiv]
ameliorator [ə'mi:liəreitə]
ameliotory [ə'mi:liətəri]
amen [.ai'men]
amenability [ə.mi:nə'biləti]
amenable [ə'mi:nəb°l]
amend [ə'mend]
amendable [ə'mendəb°l]
amendatory [ə'mendətəri]
amende [ə'mend]
amendment [ə'mendmənt]
amends [ə'mendz]
amene [ə'mi:n]
amenity [ə'mi:nəti]
amenorrhea [ə.menə'riə]
amental [ə'mentəl]
amentia [ei'menʃə]
amentum [ə'mentəm]
amerasian [.æmə'reiʃ°n]
amerce [ə'mз:s]
amercement [ə'mз:smənt]
amerciament [ə'mз:siəmənt]
American [ə'merikən]
americanese [ə.merikə'ni:z]
Americanism [ə'merikə.niz°m]
americanist [ə'merikənist]
americanization [ə.merikənai'zei-ʃ°n]
Americanize [ə'merikə.naiz]
americanocracy [ə.merikə'nɒkrəsi]
americanologist [ə.merikə'nɒləd-ʒist]
amerindic [.æmə'rindik]
amertoy ['æmətɔi]
ametabolic [ə.metə'bɒlik]
amethyst ['æməθist]
amethystine [.æmə'θistain]
ametropia [.æmi'trəʋpiə]
amiability [.eimiə'biləti]
amiable ['eimiəb°l]
amianthus [.æmi'ænθəs]
amiantus [.æmi'æntəs]
amic ['æmik]
amicability [.æmikə'biləti]
amicable ['æmikəb°l]
amice ['æmis]
amid [ə'mid]
amide ['æmaid]
amidmost [ə'mid.məʋst]
amidopyrine [ə.mi:dəʋ'pairi:n]
amidship [ə'mid.ʃip]
amidst [ə'midst]
amigo [ə'mi:gəʋ]
amination [.æmi'neiʃ°n]
aminoplast [ə'mi:nəʋ.plə:st]
aminopyrine [ə.mi:nəʋ'pairi:n]
amir [ə'miə]
amirate ['æmirət]
amiss [ə'mis]
amitosis [.æmi'təʋsis]
amity ['æmiti]
ammeter ['æmi:tə]
ammo ['æməʋ]
ammonal ['æmənəl]
ammonia [ə'məʋniə]
ammoniac [ə'məʋniæk]
ammoniation [ə.məʋni'eiʃ°n]
ammonium [ə'məʋniəm]
ammonolysis [.æmə'nɒlaisis]
ammophos [ə'mɒfəs]
ammunition [.æmjʋ'niʃ°n]
amnesia [æm'ni:ziə]
amnesiac [æm'ni:zi.æk]
amnesic [æm'ni:zik]
amnesty ['æmnəsti]
amoeba [ə'mi:bə]
amoebaean [.æmi:'biən]
among [ə'mʌŋ]
amongst [ə'mʌŋst]
amoral [æ'mɒrəl]
amorce [ə'mɔ:s]
amorist ['æməurist]
amorous ['æmərəs]
amorousness ['æmərəsnəs]
amorphisation [ə.mɔ:fi'zeiʃ°n]
amorphous [ə'mɔ:fəs]
amort [ə'mɔ:t]
amortisseur [ə:.mɔ:ti'sз:]
amortizable [ə'mɔ:taizəb°l]
amortization [ə.mɔ:tai'zeiʃ°n]
amortize [ə'mɔ:taiz]
amortizement [ə'mɔ:taizmənt]
amotivational [ei.məʋti'veiʃ°nəl]
amount [ə'maʋnt]
amour [ə'mʋə]
amour-propre [.æmʋə'prɒprə]
amourette [.æmʋ'ret]
amp [æmp]
amperage ['æmpəriʤ]
ampere ['æmpeə]
amperometer [.æmpə'rɒmitə]
ampersand ['æmpəsænd]
amphetamine [æm'fetəmi:n]
amphiarthrosis [.æmfiə:'θrəʋsis]
Amphibia [æm'fibiə]
amphibian [æm'fibiən]
amphibiotic [.æmfibai'ɒtik]
amphibious [æm'fibiəs]
amphibole ['æmfibəʋl]
amphibolic [.æmfi'bɒlik]
amphibology [.æmfi'bɒləʤi]
amphibrach ['æmfibræk]
amphigory ['æmfigəri]
amphimorphic [.æmfi'mɔ:fik]
amphitheatre ['æmfi.θiətə]
amphitheatric [.æmfiθi'ætrik]
amphithecium [.æmfi'θi:siəm]
amphogenic [.æmfə'ʤenik]
